 Activity Identifier, Activity Default Currency, Activity Default Language, Humanitarian, Activity Title, Activity Description (General), Activity Description (Objectives), Activity Description (Target Groups), Activity Description (Others), Activity Status, Actual Start Date, Actual End Date, Planned Start Date, Planned End Date, Participating Organisation Role, Participating Organisation Type, Participating Organisation Name, Participating Organisation Identifier, Recipient Country Code, Recipient Country Percentage, Recipient Region Code, Recipient Region Percentage, Sector Vocabulary,Sector Vocabulary URI, Sector Code, Sector Percentage, Sector Narrative, Transaction Internal Reference, Transaction Type, Transaction Date, Transaction Value, Transaction Value Date, Transaction Description, Transaction Provider Organisation Identifier, Transaction Provider Organisation Type, Transaction Provider Organisation Activity Identifier, Transaction Provider Organisation Description, Transaction Receiver Organisation Identifier, Transaction Receiver Organisation Type, Transaction Receiver Organisation Activity Identifier, Transaction Receiver Organisation Description, Transaction Sector Vocabulary, Transaction Sector Vocabulary URI, Transaction Sector Code,Transaction Sector Narrative, Transaction Recipient Country Code, Transaction Recipient Region Code, Policy Marker Vocabulary, Policy Marker Code, Policy Marker Significance, Activity Scope, Budget Type, Budget Status, Budget Period Start, Budget Period End, Budget Value, Budget Value Date, Budget Currency, Related Activity Identifier, Related Activity Type, Contact Type, Contact Organization, Contact Department, Contact Person Name, Contact Job Title, Contact Telephone, Contact Email, Contact Website, Contact Mailing Address
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,53364,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,44802,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,4026,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,266033,2021/06/30,USD,,,,,,,,,,,
3711-MH,USD,en,0,Mutukula Staff Housing Construction-S2,"The Mutukula staff housing project is complementary to Mutukula OSBP which was financed by TMEA  and started operating in 2015. However, the ultimate objective of gaining maximum efficiency   in cross border trade commensurate to the investment made cannot be achieved when the OSBP cannot operate  24/7. The reason given for not operating all the time is that staff accommodation for key border agencies is not available as they are  housed far away from  the stations and in insecure rented accommodation. Therefore, TMEA's support in providing staff accommodation for key agencies, namely the Tanzania Revenue Authority (TRA) and Immigration is intended to increase the level of efficiency through increased working hours.",,,,2,2016/04/01,,2016/04/01,2020/06/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,902260,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/01/31,2199,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,2896,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,6573,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,907355,2021/06/30,USD,,,,,,,,,,,
3705-IBM,USD,en,0, Horohoro Integrated Border Management ,"The support will be channeled to Horohoro border: In this border, the support will set up an institutional and legal framework necessary for collaboration in border management at inter-agency and bilateral levels, review and implement one stop border post procedures, train border agency officials, and install ICT networks, hardware, furniture and equipment.",,,,2,2019/01/01,,2019/01/01,2021/12/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/07/30,41359,2019/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/07/30 to 2019/09/30,,,,,,,,,,,,,,,,,,,2,2,2019/09/30,2019/09/30,0,2019/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2019/10/31,14946,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/01/31,292,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,290959,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,119413,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,764,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,466969,2021/06/30,USD,,,,,,,,,,,
3704-OSBP,USD,en,0,Tunduma Integrated Border Management - Phase II,"The project will help to set up the institutional and legal framework necessary for collaboration in border management at inter-agency and bilateral levels, review and implement one stop border post procedures, train border agency officials, and install ICT networks, hardware, furniture and equipment. Together with the OSBP construction project, the aim is to facilitate the efficient cross border movement of trucks/vehicles, goods and persons.",,,,2,2018/01/01,,2018/01/01,2021/12/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,519807,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/01/31,76365,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,45043,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,6919,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,44702,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,352701,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,80,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1141134,2021/06/30,USD,,,,,,,,,,,
3703-OSBP,USD,en,0,Tunduma Construction - Phase II,"This project will construct and provide physical facilities at the Tunduma border that includes: administration buildings and an inspection shed to accommodate the adjoining states’ border agencies and roads to facilitate the exit and entry into the OSBP. The overall aim is to facilitate efficient cross border movement of trucks/vehicles, goods and persons.",,,,2,2018/01/01,,2018/01/01,2021/03/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,1521709,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,21010,50,,,3,2020/04/30,19356,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,325147,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,-76081,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1541065,2021/06/30,USD,,,,,,,,,,,
3683-COVID19,USD,en,0,Safe Trade  Uganda Country Programme -Tech Interventions (COVID19),"Safe Trade Cluster 2 technology works will focus on three key broad intervention areas: 
1.	Regional Electronic Cargo and Driver Tracking System (RECDTS)
A digital-based solution that provides a trusted framework for sharing the mutually recognised EAC COVID-19 Test Certificates among Ministries of Health in the EAC, to facilitate movement of truck drivers across the region through elimination of multiple testing at entry points in the times of COVID-19. Support areas include;
a.	System development – including development of drivers, health, and enforcement officers mobile applications; geo-fencing of designated stop/rest areas along the major trade corridors in the EAC
b.	System integrations/interfaces to National Laboratory Systems. 
c.	System Infrastructure and operational support framework for the anchor platform (RECTS) - hosting support.
d.	Change management activities – sensitization/training of users (truck drivers, truck companies, health, and enforcement officers)

2.	Paperless border transactions
Enhancement of the SCT centralised platform to include automation of transit documents. This will limit the use of paper - a potential conduit of virus transmission, as well as limit human interaction in the times of COVID-19.

3.	Automatic identification and verification technologies (subject to availability of funds)
These will automate and further enhance clearance and release processes at border crossings, utilising technology to limit human interaction. These technologies will include;
a.	Smart gates. 
b.	Optical Character Recognition (OCR).
c.	Facial recognition. 
d.	Automatic number plate reader.",,,,2,2020/04/01,,2020/04/01,2021/06/30,4,23,TradeMark East Africa,,UG,100,298,,1,,33120,50,,,3,2020/10/31,18865,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2021/01/31,-12392,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,103596,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,400000,2021/06/30,USD,,,,,,,,,,,
3629-TOP,USD,en,0,Northern Corridor Transport Observatory - UG,"Northern Corridor Transport Observatory is a monitoring tool that measures more than 30 indicators on the performance along the Northern Corridor. The Observatory trucks the indicators using raw data collected from the stakeholders in all the member states. Information provides clear picture on various indicators, enabling one to identify the bottlenecks that needs to be resolved to improve on the efficiency and sequentially improve trade and operations along the corridor",,,,2,2018/07/01,,2018/07/01,2021/06/30,4,23,TradeMark East Africa,,UG,100,298,,1,,33120,50,,,3,2019/04/30,19410,2019/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/04/30 to 2019/06/30,,,,,,,,,,,,,,,,,,,2,2,2019/06/30,2019/06/30,0,2019/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2019/07/30,5744,2019/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/07/30 to 2019/09/30,,,,,,,,,,,,,,,,,,,2,2,2019/09/30,2019/09/30,0,2019/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2019/10/31,23651,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/01/31,12672,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,20528,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,15741,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,4124,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,14595,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,40912,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,97746,2021/06/30,USD,,,,,,,,,,,
3628-TOP,USD,en,0,Central Corridor Transport Observatory - UG,"Central Corridor Transport Observatory is a monitoring tool that measures more than 20 indicators on the performance along the Central Corridor. The Observatory trucks the indicators using raw data collected from the stakeholders in all the member states. Information provides clear picture on various indicators, enabling one to identify the bottlenecks that needs to be resolved to improve on the efficiency and sequentially improve trade and operations along the corridor.",,,,2,2018/07/01,,2018/07/01,2021/06/30,4,23,TradeMark East Africa,,UG,100,298,,1,,33120,50,,,3,2019/04/30,55788,2019/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/04/30 to 2019/06/30,,,,,,,,,,,,,,,,,,,2,2,2019/06/30,2019/06/30,0,2019/06/30,USD,,,,,,,,,,,
